Name,Location,Year,Kilometers_Driven,Owner_Type,Engine_CC,Power_bhp,Seats,Selling_Price_Lakh,Mileage_kmpl,Fuel_Type_Petrol,Transmission_Manual,Car_Age,Kms_per_Year,Is_Luxury,Price_per_bhp
Honda Brio S Option MT,Mumbai,2012,39566,Second,1198,86.8,5.0,2.75,18.4,True,True,13,3043.54,False,0.03
Honda Jazz VX Diesel,Chennai,2016,14980,First,1498,98.6,5.0,7.4,27.3,False,True,9,1664.44,False,0.08
Maruti Alto K10 VXI AGS,Jaipur,2017,18491,First,998,67.1,5.0,3.9,24.07,True,False,8,2311.38,False,0.06
Maruti Zen VXi - BS III,Jaipur,2000,90000,Second,993,60.0,5.0,0.7,17.3,True,True,25,3600.0,False,0.01
Hyundai i20 Sportz 1.4 CRDi,Pune,2015,118211,First,1396,88.73,5.0,5.9,22.54,False,True,10,11821.1,False,0.07
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,63316,First,1598,118.0,5.0,9.58,22.7,False,True,9,7035.11,False,0.08
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Delhi,2014,42000,First,2143,203.0,5.0,24.95,14.21,False,False,11,3818.18,True,0.12
Chevrolet Enjoy Petrol LS 7 Seater,Kochi,2015,25648,First,1399,98.82,7.0,4.29,13.7,True,True,10,2564.8,False,0.04
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2011,67612,Second,2143,203.0,5.0,11.5,14.21,False,False,14,4829.43,True,0.06
Mahindra XUV500 W4,Mumbai,2016,33000,First,2179,140.0,7.0,9.65,16.0,False,True,9,3666.67,False,0.07
Hyundai i10 Sportz,Mumbai,2015,20000,First,1197,78.9,5.0,3.75,20.36,True,True,10,2000.0,False,0.05
Hyundai Getz 1.3 GLS,Pune,2007,143000,Second,1341,82.9,5.0,1.1,14.2,True,True,18,7944.44,False,0.01
Audi Q7 3.0 TDI quattro,Coimbatore,2014,118218,First,2967,241.4,7.0,31.41,12.07,False,False,11,10747.09,True,0.13
Mahindra Scorpio SLE BSIV,Pune,2012,99000,Third,2179,120.0,8.0,6.0,12.05,False,True,13,7615.38,False,0.05
Honda Jazz 1.2 SV i VTEC,Pune,2016,22700,First,1199,88.7,5.0,5.55,18.7,True,True,9,2522.22,False,0.06
Tata Safari Storme 2012-2015 EX,Jaipur,2017,28000,First,2179,138.1,7.0,10.91,14.0,False,True,8,3500.0,False,0.08
Mahindra XUV500 W6 2WD,Kolkata,2014,62000,First,2179,140.0,7.0,7.25,15.1,False,True,11,5636.36,False,0.05
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2012,107023,First,1199,73.9,5.0,3.9,22.07,False,True,13,8232.54,False,0.05
Maruti Swift Dzire ZDi,Delhi,2012,71082,First,1248,73.9,5.0,3.95,19.3,False,True,13,5467.85,False,0.05
Audi Q3 2.0 TDI,Mumbai,2013,60000,First,1968,174.33,5.0,22.0,15.73,False,False,12,5000.0,True,0.13
Maruti Celerio ZXI,Delhi,2014,21701,First,998,67.04,5.0,3.38,23.1,True,True,11,1972.82,False,0.05
Honda City V MT Exclusive,Mumbai,2011,56000,First,1497,116.3,5.0,3.45,16.8,True,True,14,4000.0,False,0.03
Hyundai i20 1.2 Spotz,Delhi,2016,32450,First,1197,81.83,5.0,5.75,18.6,True,True,9,3605.56,False,0.07
Renault KWID RXT,Jaipur,2016,12500,First,799,53.3,5.0,2.75,25.17,True,True,9,1388.89,False,0.05
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,20483,First,2143,136.0,5.0,30.3,17.9,False,False,6,3413.83,True,0.22
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,45800,First,1498,89.84,5.0,7.5,22.7,False,True,11,4163.64,False,0.08
Hyundai i20 Asta 1.2,Coimbatore,2015,35441,First,1197,81.83,5.0,6.87,18.6,True,True,10,3544.1,False,0.08
Toyota Innova 2.5 ZX Diesel 7 Seater,Bangalore,2015,86398,First,2494,100.6,7.0,15.2,12.99,False,True,10,8639.8,False,0.15
Nissan Sunny 2011-2014 Diesel XL,Chennai,2012,150000,First,1461,84.8,5.0,3.5,21.64,False,True,13,11538.46,False,0.04
Maruti Swift VDI BSIV,Hyderabad,2014,89000,First,1248,74.0,5.0,5.85,25.2,False,True,11,8090.91,False,0.08
Maruti A-Star Vxi,Hyderabad,2010,68375,First,998,66.1,5.0,2.5,19.0,True,True,15,4558.33,False,0.04
Maruti Swift ZXI,Pune,2013,52000,First,1197,85.8,5.0,3.95,18.6,True,True,12,4333.33,False,0.05
Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,First,2143,136.0,5.0,27.0,17.9,False,False,8,4875.0,True,0.2
Maruti Ertiga ZXI,Bangalore,2014,68000,Second,1373,93.7,7.0,6.75,16.02,True,True,11,6181.82,False,0.07
Maruti Wagon R LXI,Jaipur,2007,71000,Second,998,67.1,5.0,1.5,18.9,True,True,18,3944.44,False,0.02
Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2012,72003,First,1199,73.9,5.0,3.9,22.07,False,True,13,5538.69,False,0.05
Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2014,135670,First,1498,89.84,5.0,6.55,22.7,False,True,11,12333.64,False,0.07
Honda City i DTEC VX,Kochi,2017,65850,First,1498,98.6,5.0,9.44,25.1,False,True,8,8231.25,False,0.1
Toyota Corolla Altis 1.8 GL,Coimbatore,2015,53920,First,1798,138.03,5.0,10.77,14.28,True,True,10,5392.0,False,0.08
Mahindra XUV500 W8 2WD,Ahmedabad,2014,58000,First,2179,140.0,7.0,7.5,15.1,False,True,11,5272.73,False,0.05
Maruti Alto 800 2016-2019 VXI,Kolkata,2016,4000,First,796,47.3,5.0,3.0,24.7,True,True,9,444.44,False,0.06
BMW 5 Series 530d M Sport,Chennai,2010,58000,First,2993,265.0,5.0,11.75,18.59,False,False,15,3866.67,True,0.04
Hyundai EON D Lite Plus,Kochi,2016,29832,First,814,55.2,5.0,3.29,21.1,True,True,9,3314.67,False,0.06
Maruti Swift Dzire VDI,Chennai,2016,71156,First,1248,74.0,5.0,6.5,26.59,False,True,9,7906.22,False,0.09
Audi A4 2.0 TDI,Hyderabad,2011,54000,First,1968,147.51,5.0,18.0,16.55,False,False,14,3857.14,True,0.12
Skoda Superb Elegance 1.8 TSI AT,Bangalore,2009,75000,Second,1798,157.75,5.0,4.95,13.7,True,False,16,4687.5,False,0.03
Tata Zest Revotron 1.2T XM,Kochi,2015,39208,First,1193,88.7,5.0,4.52,17.57,True,True,10,3920.8,False,0.05
Force One LX ABS 7 Seating,Kolkata,2014,41000,First,2149,139.07,7.0,8.0,17.0,False,True,11,3727.27,False,0.06
Honda City i-VTEC VX,Coimbatore,2013,38622,First,1497,117.3,5.0,6.26,17.4,True,True,12,3218.5,False,0.05
Nissan Sunny 2011-2014 XV,Chennai,2016,18000,First,1498,97.7,5.0,7.5,16.95,True,True,9,2000.0,False,0.08
Volkswagen Vento Petrol Highline AT,Mumbai,2011,45000,First,1598,103.6,5.0,3.35,14.4,True,False,14,3214.29,False,0.03
Hyundai Verna 1.6 SX VTVT AT,Mumbai,2014,48656,First,1591,121.3,5.0,5.5,15.74,True,False,11,4423.27,False,0.05
Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,First,1582,126.2,5.0,5.25,22.0,False,False,13,6076.92,False,0.04
Audi A4 2.0 TDI Multitronic,Bangalore,2012,88000,First,1968,140.0,5.0,16.25,16.55,False,False,13,6769.23,True,0.12
Maruti SX4 Vxi BSIV,Delhi,2009,92000,First,1586,103.3,5.0,2.7,15.5,True,True,16,5750.0,False,0.03
Ford Endeavour 2.2 Titanium AT 4X2,Chennai,2019,9000,First,2198,158.0,7.0,32.9,12.62,False,False,6,1500.0,False,0.21
Maruti Swift LXI BSIV,Coimbatore,2008,50121,First,1197,83.11,5.0,3.41,20.4,True,True,17,2948.29,False,0.04
Hyundai Grand i10 CRDi Magna,Hyderabad,2014,79000,First,1120,70.0,5.0,4.15,24.0,False,True,11,7181.82,False,0.06
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,46000,Second,1498,88.8,5.0,5.9,20.14,False,True,11,4181.82,False,0.07
Mercedes-Benz E-Class 230,Pune,2012,100000,First,2496,157.7,5.0,11.5,10.0,True,False,13,7692.31,True,0.07
Hyundai i20 Asta 1.2,Kolkata,2015,41000,First,1197,81.83,5.0,4.75,18.6,True,True,10,4100.0,False,0.06
Maruti Alto K10 VXI AGS,Chennai,2015,25000,First,998,67.1,5.0,3.5,24.07,True,False,10,2500.0,False,0.05
Maruti Ertiga VDI,Pune,2014,71899,First,1248,88.76,7.0,7.25,20.77,False,True,11,6536.27,False,0.08
Maruti Celerio VXI AT,Mumbai,2016,7100,First,998,67.04,5.0,4.35,23.1,True,False,9,788.89,False,0.06
Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,Second,999,67.0,5.0,4.99,22.5,True,False,7,5453.0,False,0.07
Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,First,2179,120.0,8.0,7.65,12.05,False,True,12,5863.25,False,0.06
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Chennai,2011,200000,First,2494,102.0,7.0,9.0,12.8,False,True,14,14285.71,False,0.09
Volkswagen Polo Diesel Highline 1.2L,Chennai,2017,26969,First,1199,73.9,5.0,6.9,22.07,False,True,8,3371.12,False,0.09
Ford Figo Diesel ZXI,Chennai,2011,56500,First,1399,68.0,5.0,2.9,20.0,False,True,14,4035.71,False,0.04
Nissan Terrano XL Plus 85 PS,Kolkata,2014,40000,First,1461,83.8,5.0,5.75,20.45,False,True,11,3636.36,False,0.07
Force One LX 4x4,Kolkata,2014,41000,First,2200,139.01,7.0,8.0,17.0,False,True,11,3727.27,False,0.06
Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,First,999,67.0,5.0,4.41,22.5,True,False,8,6638.12,False,0.07
Skoda Rapid 1.5 TDI Elegance,Mumbai,2013,23000,First,1498,103.52,5.0,4.95,21.14,False,True,12,1916.67,False,0.05
Mahindra XUV500 AT W10 FWD,Hyderabad,2016,80999,First,2179,140.0,7.0,14.4,16.0,False,False,9,8999.89,False,0.1
Ford Figo Diesel Titanium,Chennai,2012,82000,First,1399,68.05,5.0,2.95,20.0,False,True,13,6307.69,False,0.04
Mahindra Bolero ZLX,Coimbatore,2017,68557,First,2523,62.1,7.0,8.14,15.96,False,True,8,8569.62,False,0.13
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,First,1498,108.5,5.0,8.45,20.64,False,True,9,3777.78,False,0.08
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2015,77000,First,2494,100.0,8.0,12.5,12.99,False,True,10,7700.0,False,0.12
Mahindra XUV500 W8 2WD,Mumbai,2012,48000,First,2179,140.0,7.0,6.5,15.1,False,True,13,3692.31,False,0.05
Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,2015,28232,Second,1499,110.0,5.0,7.72,15.8,True,True,10,2823.2,False,0.07
Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,2011,110000,First,1968,138.1,5.0,8.0,16.96,False,False,14,7857.14,False,0.06
Tata New Safari DICOR 2.2 VX 4x4,Chennai,2009,120000,Second,2179,138.0,7.0,3.0,13.93,False,True,16,7500.0,False,0.02
BMW 3 Series 330d Convertible,Mumbai,2013,49000,First,2993,245.0,4.0,29.0,8.2,False,False,12,4083.33,True,0.12
Volkswagen Polo 1.2 MPI Highline,Kolkata,2014,22000,First,1198,74.0,5.0,4.11,16.47,True,True,11,2000.0,False,0.06
Hyundai i20 Magna Optional 1.2,Coimbatore,2015,14925,First,1197,82.9,5.0,5.37,18.5,True,True,10,1492.5,False,0.06
Maruti Ertiga ZDI,Mumbai,2013,75000,First,1248,88.8,7.0,6.55,20.77,False,True,12,6250.0,False,0.07
Honda City i VTEC V,Chennai,2015,23000,First,1497,117.3,5.0,7.0,17.4,True,True,10,2300.0,False,0.06
Honda City 1.5 S MT,Mumbai,2014,57000,First,1497,118.0,5.0,5.48,17.0,True,True,11,5181.82,False,0.05
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,2013,76718,First,1968,138.03,5.0,6.51,16.96,False,False,12,6393.17,False,0.05
Honda Amaze VX i-DTEC,Pune,2016,138000,First,1498,98.6,5.0,5.15,25.8,False,True,9,15333.33,False,0.05
Mahindra XUV500 W8 2WD,Hyderabad,2013,140000,Second,2179,140.0,7.0,9.0,15.1,False,True,12,11666.67,False,0.06
Toyota Corolla Altis VL,Mumbai,2008,110000,Second,1798,138.1,5.0,2.75,14.53,True,False,17,6470.59,False,0.02
BMW 3 Series 320d,Bangalore,2012,73000,First,1995,190.0,5.0,12.5,22.69,False,False,13,5615.38,True,0.07
Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,First,1498,98.96,5.0,7.69,23.0,False,True,8,7927.88,False,0.08
Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,2013,62132,First,1197,82.85,5.0,4.57,18.5,True,True,12,5177.67,False,0.06
Honda City 1.5 S AT,Mumbai,2013,51000,First,1497,118.0,5.0,4.5,16.8,True,False,12,4250.0,False,0.04
Maruti Ritz VDI (ABS) BS IV,Hyderabad,2015,75000,First,1248,73.94,5.0,4.9,23.2,False,True,10,7500.0,False,0.07
Hyundai i10 Era 1.1,Kolkata,2008,55410,First,1086,68.05,5.0,1.65,19.81,True,True,17,3259.41,False,0.02
Chevrolet Sail 1.2 LS,Mumbai,2015,41000,First,1199,82.4,5.0,3.25,18.2,True,True,10,4100.0,False,0.04
Hyundai Verna 1.6 SX CRDi (O),Chennai,2012,45000,First,1582,126.32,5.0,6.25,22.32,False,True,13,3461.54,False,0.05
Hyundai Creta 1.6 SX Option,Kochi,2018,53322,First,1591,121.3,5.0,12.13,15.8,True,True,7,7617.43,False,0.1
Chevrolet Sail 1.2 LS,Jaipur,2013,48000,First,1199,82.4,5.0,3.25,18.2,True,True,12,4000.0,False,0.04
Audi Q5 2.0 TDI,Hyderabad,2013,72000,First,1968,174.3,5.0,29.0,14.16,False,False,12,6000.0,True,0.17
Honda City 1.5 V MT Exclusive,Kochi,2013,50266,First,1497,118.0,5.0,5.53,17.0,True,True,12,4188.83,False,0.05
Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,First,1497,121.36,5.0,8.75,17.0,True,True,8,2725.0,False,0.07
Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,2014,45000,Second,2967,241.4,7.0,37.9,12.07,False,False,11,4090.91,True,0.16
Hyundai i10 Magna 1.2,Delhi,2010,62000,First,1197,78.9,5.0,2.4,20.36,True,True,15,4133.33,False,0.03
Hyundai i20 1.2 Asta,Chennai,2014,41681,First,1197,80.0,5.0,4.55,17.0,True,True,11,3789.18,False,0.06
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,69313,Second,1197,85.8,5.0,2.65,17.5,True,True,14,4950.93,False,0.03
Tata Indica V2 eLX,Pune,2017,49000,Second,1396,69.0,5.0,1.6,25.0,False,True,8,6125.0,False,0.02
BMW 5 Series 2010-2013 530d,Coimbatore,2012,40471,Second,2993,235.0,5.0,25.72,16.2,False,False,13,3113.15,True,0.11
Maruti Swift VDI,Ahmedabad,2013,60000,First,1248,74.0,5.0,4.15,22.9,False,True,12,5000.0,False,0.06
Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,First,1194,94.68,5.0,7.23,19.0,True,True,7,143.0,False,0.08
Hyundai Verna XXi ABS (Petrol),Bangalore,2008,38000,Second,1599,103.2,5.0,2.6,13.9,True,True,17,2235.29,False,0.03
BMW 3 Series 320d Highline,Mumbai,2008,66000,Second,1995,181.0,5.0,7.25,16.07,False,False,17,3882.35,True,0.04
Toyota Innova 2.5 G4 Diesel 8-seater,Kochi,2017,33901,First,2494,102.0,8.0,14.29,12.8,False,True,8,4237.62,False,0.14
Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2011,57000,Second,2143,204.0,5.0,17.25,14.94,False,False,14,4071.43,True,0.08
Hyundai Elantra 1.6 SX,Pune,2013,170000,First,1582,126.2,5.0,7.5,22.54,False,True,12,14166.67,False,0.06
Maruti Ritz ZDi,Hyderabad,2014,60000,First,1248,73.94,5.0,4.35,23.2,False,True,11,5454.55,False,0.06
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,First,1248,88.5,5.0,8.9,24.3,False,True,9,9444.44,False,0.1
Hyundai Xcent 1.2 Kappa S,Kolkata,2016,146000,Second,1197,82.0,5.0,3.5,19.1,True,True,9,16222.22,False,0.04
Honda City i DTEC V,Kolkata,2014,56002,First,1498,98.6,5.0,6.1,26.0,False,True,11,5091.09,False,0.06
Renault KWID RXT,Mumbai,2016,8554,First,799,53.3,5.0,3.2,25.17,True,True,9,950.44,False,0.06
Toyota Etios Cross 1.4L VD,Jaipur,2014,62322,First,1364,67.06,5.0,4.9,23.59,False,True,11,5665.64,False,0.07
Maruti Alto K10 VXI,Kochi,2015,37929,First,998,67.1,5.0,3.69,24.07,True,True,10,3792.9,False,0.05
Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,First,1199,84.0,5.0,3.98,23.84,True,True,9,600.0,False,0.05
Hyundai i20 1.4 CRDi Magna,Kolkata,2013,60000,First,1396,90.0,5.0,2.95,21.9,False,True,12,5000.0,False,0.03
Audi A4 2.0 TDI,Kochi,2014,55730,First,1968,147.51,5.0,15.21,16.55,False,False,11,5066.36,True,0.1
Maruti Swift VDI,Hyderabad,2015,62000,First,1248,74.0,5.0,6.3,28.4,False,True,10,6200.0,False,0.09
Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,14576,First,1198,73.75,5.0,6.69,17.0,True,True,8,1822.0,False,0.09
Honda BRV i-VTEC V CVT,Mumbai,2017,17000,First,1497,117.3,7.0,9.5,16.0,True,False,8,2125.0,False,0.08
Hyundai i20 Asta,Mumbai,2009,28000,First,1197,80.0,5.0,2.65,17.0,True,True,16,1750.0,False,0.03
Hyundai Santa Fe 4X4,Ahmedabad,2012,58200,First,2199,194.3,7.0,7.5,14.66,False,True,13,4476.92,False,0.04
Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,First,998,67.04,5.0,5.63,23.1,True,False,7,1754.0,False,0.08
Hyundai Creta 1.6 SX,Coimbatore,2018,17665,First,1591,121.3,5.0,11.78,15.8,True,True,7,2523.57,False,0.1
Tata Indica V2 DL BSIII,Hyderabad,2004,200000,Second,1396,52.8,5.0,0.85,17.88,False,True,21,9523.81,False,0.02
Volkswagen Vento Petrol Highline,Mumbai,2011,55893,First,1598,103.6,5.0,3.35,15.04,True,True,14,3992.36,False,0.03
Maruti Celerio VXI,Kochi,2015,60586,First,998,67.04,5.0,4.11,23.1,True,True,10,6058.6,False,0.06
Mercedes-Benz CLA 200 D Sport Edition,Ahmedabad,2015,13500,First,2143,136.0,5.0,25.51,17.9,False,False,10,1350.0,True,0.19
Maruti Alto 800 LXI,Jaipur,2017,30000,First,796,47.3,5.0,3.1,22.74,True,True,8,3750.0,False,0.07
Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2018,12000,First,3198,197.0,7.0,33.5,10.91,False,False,7,1714.29,False,0.17
Tata Zest Revotron 1.2T XE,Kolkata,2017,65000,First,1193,88.7,5.0,4.8,17.57,True,True,8,8125.0,False,0.05
Volkswagen Vento 1.6 Comfortline,Kolkata,2014,38000,First,1598,103.5,5.0,3.49,16.09,True,True,11,3454.55,False,0.03
Maruti Ertiga ZXI,Mumbai,2012,25000,Second,1373,91.1,7.0,5.15,17.5,True,True,13,1923.08,False,0.06
Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,2011,100000,First,2987,224.0,5.0,14.41,14.0,False,False,14,7142.86,True,0.06
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,13710,First,1199,74.0,5.0,4.75,16.2,True,True,11,1246.36,False,0.06
Toyota Fortuner 4x2 AT,Jaipur,2015,100000,First,2982,168.5,7.0,19.0,12.55,False,False,10,10000.0,False,0.11
Maruti Celerio VXI,Hyderabad,2017,17000,First,998,67.04,5.0,4.9,23.1,True,True,8,2125.0,False,0.07
BMW 3 Series 320d Corporate Edition,Chennai,2008,89000,Second,1995,181.0,4.0,6.3,16.07,False,False,17,5235.29,True,0.03
Honda City ZX VTEC,Jaipur,2006,100173,Second,1497,100.0,5.0,2.4,16.9,True,True,19,5272.26,False,0.02
Mitsubishi Cedia Sports,Pune,2009,97000,First,1999,114.0,5.0,3.0,13.17,True,True,16,6062.5,False,0.03
Renault Pulse Petrol RxL,Delhi,2016,40190,First,1198,74.93,5.0,4.25,18.06,True,True,9,4465.56,False,0.06
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,29647,First,1498,88.0,5.0,6.3,20.14,False,True,9,3294.11,False,0.07
Maruti Baleno RS Petrol,Kochi,2018,43639,First,998,100.0,5.0,8.15,21.1,True,True,7,6234.14,False,0.08
Hyundai i10 Magna,Kochi,2012,37333,First,1197,78.9,5.0,3.22,20.36,True,True,13,2871.77,False,0.04
Hyundai i20 1.2 Spotz,Kochi,2018,48407,First,1197,81.83,5.0,7.65,18.6,True,True,7,6915.29,False,0.09
BMW Z4 2009-2013 35i,Delhi,2011,25000,First,2979,306.0,2.0,30.0,10.37,True,False,14,1785.71,True,0.1
Hyundai i10 Sportz 1.2,Pune,2010,72400,Second,1197,78.9,5.0,2.3,20.36,True,True,15,4826.67,False,0.03
Mini Cooper S Carbon Edition,Delhi,2012,18000,First,1598,181.0,4.0,22.0,13.6,True,False,13,1384.62,False,0.12
Honda Brio V MT,Pune,2012,65167,First,1198,86.8,5.0,3.28,19.4,True,True,13,5012.85,False,0.04
Maruti Ciaz ZXi Option,Kochi,2016,25418,First,1373,91.2,5.0,7.09,20.73,True,True,9,2824.22,False,0.08
Maruti Swift Dzire ZDi,Coimbatore,2013,38995,First,1248,73.9,5.0,6.46,19.3,False,True,12,3249.58,False,0.09
Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2012,60000,First,1199,73.9,5.0,4.0,22.07,False,True,13,4615.38,False,0.05
BMW X1 sDrive20d,Delhi,2011,72000,First,1995,184.0,5.0,11.0,17.05,False,False,14,5142.86,True,0.06
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2016,31075,Second,2967,241.4,7.0,49.79,12.07,False,False,9,3452.78,True,0.21
Ford Figo 1.5D Trend MT,Kolkata,2015,4311,First,1498,99.0,5.0,4.8,25.83,False,True,10,431.1,False,0.05
BMW 3 Series Luxury Line,Bangalore,2017,21000,First,1995,190.0,5.0,35.0,21.76,False,False,8,2625.0,True,0.18
Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,2011,54000,First,2987,224.0,5.0,21.99,14.0,False,False,14,3857.14,True,0.1
Maruti Wagon R LX BSIII,Mumbai,2007,50000,Second,1061,64.0,5.0,1.1,17.3,True,True,18,2777.78,False,0.02
Maruti Baleno Zeta 1.2,Delhi,2018,13000,First,1197,83.1,5.0,6.6,21.4,True,True,7,1857.14,False,0.08
Maruti Dzire VXI,Pune,2013,74000,First,1197,81.8,5.0,4.5,22.0,True,True,12,6166.67,False,0.06
Chevrolet Aveo U-VA 1.2 LT,Pune,2009,75000,Second,1150,76.0,5.0,1.0,14.7,True,True,16,4687.5,False,0.01
Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,First,1498,88.0,5.0,6.9,20.14,False,True,8,3125.0,False,0.08
Land Rover Freelander 2 TD4 SE,Hyderabad,2012,139000,First,2179,115.0,5.0,16.75,0.0,False,False,13,10692.31,True,0.15
Audi Q5 30 TDI quattro Premium,Mumbai,2015,52000,First,1968,174.3,5.0,25.49,14.16,False,False,10,5200.0,True,0.15
Audi A6 35 TDI Matrix,Chennai,2015,20000,First,1968,187.74,5.0,35.5,18.53,False,False,10,2000.0,True,0.19
Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,First,1186,73.97,5.0,6.28,24.0,False,True,7,4666.14,False,0.08
Mahindra Scorpio SLE BSIV,Delhi,2012,76777,Second,2179,120.0,8.0,4.88,12.05,False,True,13,5905.92,False,0.04
Tata Bolt Quadrajet XE,Hyderabad,2016,100303,First,1248,74.0,5.0,3.7,22.95,False,True,9,11144.78,False,0.05
Hyundai EON Era Plus,Kochi,2015,43993,First,814,55.2,5.0,3.45,21.1,True,True,10,4399.3,False,0.06
Mahindra Scorpio S8 8 Seater,Kochi,2016,72118,First,2179,120.0,8.0,10.23,15.4,False,True,9,8013.11,False,0.09
Honda Accord 2001-2003 2.0 AT,Bangalore,2010,83000,Second,2354,142.0,5.0,6.5,11.1,True,False,15,5533.33,False,0.05
Volkswagen Polo 1.2 MPI Highline,Mumbai,2016,7523,First,1199,74.0,5.0,6.15,16.2,True,True,9,835.89,False,0.08
Maruti Eeco 7 Seater Standard,Mumbai,2014,34670,First,1196,73.0,7.0,2.9,15.1,True,True,11,3151.82,False,0.04
Hyundai Grand i10 CRDi Sportz,Ahmedabad,2016,30000,First,1120,70.0,5.0,5.5,24.0,False,True,9,3333.33,False,0.08
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2017,17000,First,3198,197.0,7.0,31.0,10.91,False,False,8,2125.0,False,0.16
Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,First,1186,73.97,5.0,4.25,24.0,False,True,10,5926.1,False,0.06
Maruti Swift VDI,Kochi,2016,65210,First,1248,74.0,5.0,5.48,22.9,False,True,9,7245.56,False,0.07
Hyundai i20 1.2 Asta Option,Bangalore,2016,19000,First,1197,81.83,5.0,7.25,18.6,True,True,9,2111.11,False,0.09
Maruti Swift Dzire VXi,Hyderabad,2012,50000,First,1298,85.8,5.0,3.0,17.5,True,True,13,3846.15,False,0.03
BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,First,1995,190.0,5.0,29.5,22.69,False,False,10,4700.0,True,0.16
Honda City ZX GXi,Mumbai,2007,75000,Second,1497,78.0,5.0,1.49,17.7,True,True,18,4166.67,False,0.02
Hyundai i10 Sportz 1.2 AT,Pune,2013,54534,First,1197,78.9,5.0,3.65,16.95,True,False,12,4544.5,False,0.05
Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,First,1498,98.96,5.0,10.9,23.0,False,True,7,1857.14,False,0.11
Maruti Celerio ZXI MT,Bangalore,2015,48808,First,998,67.04,5.0,4.3,23.1,True,True,10,4880.8,False,0.06
Maruti Ertiga VDI,Pune,2012,63001,Second,1248,88.76,7.0,6.11,20.77,False,True,13,4846.23,False,0.07
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2015,64771,First,2494,102.0,8.0,15.5,12.8,False,True,10,6477.1,False,0.15
Honda City i VTEC SV,Mumbai,2016,34634,First,1497,117.3,5.0,6.9,17.8,True,True,9,3848.22,False,0.06
Maruti Swift Dzire VXI,Bangalore,2012,69242,First,1197,85.8,5.0,4.69,19.1,True,True,13,5326.31,False,0.05
Maruti Ritz LXi,Kochi,2011,33292,First,1197,85.8,5.0,3.19,18.5,True,True,14,2378.0,False,0.04
Hyundai i20 Sportz AT 1.4,Pune,2012,55000,Second,1396,98.6,5.0,3.75,15.0,True,False,13,4230.77,False,0.04
Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,First,1197,81.86,5.0,8.6,17.19,True,True,6,166.67,False,0.11
Honda City 1.5 E MT,Chennai,2011,80000,Second,1497,118.0,5.0,3.85,17.0,True,True,14,5714.29,False,0.03
Porsche Cayenne S Diesel,Coimbatore,2016,65003,First,4134,382.0,5.0,67.83,13.6,False,False,9,7222.56,False,0.18
